tokens,BIO
"['Критики', ',', 'в', 'свою', 'очередь', ',', 'считают', ',', 'что', 'главе', 'Комиссии', 'не', 'удалось', 'занять', 'позицию', 'лидера', 'в', 'то', 'время', ',', 'когда', 'страна', 'нуждалась', 'в', 'серьезной', 'критике', 'по', 'отношению', 'к', 'Уолл-стрит', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['Саакашвили', 'помиловал', 'израильских', 'бизнесменов', ',', 'осужденных', 'за', 'взятки', '""', 'Мое', 'самое', 'большое', 'желание', '—', 'создать', 'условия', 'для', 'евреев', ',', 'чтобы', 'они', 'делали', 'здесь', 'бизнес', '…', 'Мое', 'желание', 'и', 'мечта', '—', 'чтобы', 'Израиль', 'стал', 'нашим', 'стратегическим', 'партнером', '""', ',', '—', 'цитирует', 'англоязычное', 'издание', 'ответ', 'Иванишвили', 'на', 'вопрос', ',', 'какие', 'надежды', 'он', 'возлагает', 'на', 'визит', '.']","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'Моя', 'цель', '-', 'еще', 'больше', 'усилить', 'существующие', 'между', 'Великобританией', 'и', 'Грузией', 'взаимоотношения', '...', 'Я', 'рада', ',', 'что', 'мне', 'пришлось', 'приехать', 'сюда', 'в', 'такой', 'важный', 'для', 'Великобритании', 'период', ',', 'когда', 'в', 'королевской', 'семье', 'родился', 'ребенок', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Под', 'руководством', 'Уэстина', 'на', 'ABC', 'News', 'было', 'проведено', 'массовое', 'сокращение', 'персонала', '-', 'за', 'несколько', 'лет', 'штат', 'телеканала', 'был', 'урезан', 'на', 'четверть', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Младший', 'сын', 'Маттиас', '(', '43', 'года', ')', 'упоминается', 'в', 'СМИ', 'как', '""', 'предприниматель', 'и', 'главный', 'создатель', 'новых', 'идей', '""', ',', 'он', 'сосредоточится', 'на', 'улучшении', 'бренда', 'IKEA', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Ему', 'придется', '""', 'поближе', 'познакомиться', 'с', 'дикой', 'природой', '""', 'и', '""', 'ночевать', 'под', 'звездами', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'соответствии', 'с', 'документом', ',', 'контр-адмирал', 'Валерий', 'Мирон', 'освобожден', 'от', 'должности', 'начальника', 'филиала', 'военного', 'учебно-научного', 'центра', 'Военно-морского', 'флота', '""', 'Военно-морская', 'академия', '""', '(', 'Санкт-Петербург', ')', 'и', 'назначен', 'заместителем', 'командующего', 'Тихоокеанским', 'флотом', 'по', 'материально-техническому', 'обеспечению', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"['Мухин', '.']","['I-PER', 'O']"
"['Контрольный', 'пакет', 'акций', 'предприятия', 'принадлежит', '""', 'Оборонпрому', '""', ',', 'остальные', 'бумаги', '(', '16', '%', ')', ',', 'по', 'неофициальным', 'данным', ',', 'принадлежали', 'менеджменту', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['В', 'результате', '10', 'июня', 'вице-премьер', 'РФ', 'Игорь', 'Сечин', 'признался', 'журналистам', ',', 'что', 'Россия', 'пока', 'так', 'и', 'не', 'определилась', 'с', 'кандидатурой', 'на', 'пост', 'главы', 'ФСЭГ', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"['Но', 'именно', 'Президент', 'уполномоченный', 'внести', 'на', 'рассмотрение', 'нового', 'состава', 'парламента', 'кандидатуру', 'следующего', 'премьер-министра', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Немалую', 'роль', 'в', 'решении', 'избрания', 'Хабурдзания', 'почетным', 'председателем', 'сыграли', 'и', 'его', 'связи', 'с', 'высокопоставленными', 'представителями', 'правительства', 'России', '.']","['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Алексей', 'Кудрин', 'вышел', 'из', 'наблюдательного', 'совета', 'ВТБ', 'по', 'требованию', 'президента', 'России', 'Дмитрия', 'Медведева', '.']","['B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['Медведев', 'произвел', 'ряд', 'назначений', 'в', 'МВД', 'Президент', 'России', 'Дмитрий', 'Медведев', 'подписал', 'Указ', '""', 'О', 'присвоении', 'специального', 'звания', 'высшего', 'начальствующего', 'состава', 'сотрудникам', 'органов', 'внутренних', 'дел', 'Российской', 'Федерации', 'и', 'назначении', 'на', 'должность', 'сотрудников', 'органов', 'внутренних', 'дел', 'Российской', 'Федерации', '""', ',', 'сообщила', 'пресс-служба', 'Кремля', '.']","['B-PER', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['При', 'этом', 'Затулина', 'не', 'уточнила', ',', 'за', 'что', 'именно', 'будет', 'отвечать', 'Китаева', 'в', 'министерстве', '.']","['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
"['Фокс', 'принял', 'решение', 'об', 'отставке', ',', 'говорится', 'в', 'документе', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Действующий', 'глава', 'ЕЦБ', 'Жан-Клод', 'Трише', 'уйдет', 'со', 'своего', 'поста', 'в', 'октябре', 'текущего', 'года', 'по', 'истечении', 'срока', 'полномочий', '.']","['O', 'O', 'B-ORG', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Грибаускайте', 'заявила', 'журналистам', ',', 'что', 'до', 'осени', '2012', 'г', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Как', 'сообщили', '22', 'июня', 'корреспонденту', 'ИА', 'REGNUM', 'в', 'управлении', 'по', 'работе', 'со', 'СМИ', 'администрации', 'губернатора', 'области', ',', 'говоря', 'о', 'важности', 'этого', 'проекта', 'для', 'региона', ',', 'Анатолий', 'Артамонов', 'отметил', ',', 'что', 'его', 'реализация', 'позволит', 'наладить', 'прямые', 'связи', 'производителей', 'сельхозпродукции', 'из', 'Белоруссии', ',', 'Украины', 'и', 'юга', 'России', 'с', 'ее', 'потребителями', 'в', 'центре', 'страны', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['""', 'У', 'нас', 'уже', 'год', 'кого-то', 'увольняют', ':', 'то', 'Еделева', ',', 'то', 'Олейникова', '(', 'заместителя', 'по', 'экономическим', 'вопросам', ')', ',', 'то', 'Вагапова', '(', 'заместителя', 'полпреда', 'по', 'социальным', 'вопросам', ')', ',', '-', 'неофициально', 'пояснил', 'источник', 'газеты', 'в', 'полпредстве', ',', '-', 'поэтому', 'лучше', 'дождаться', 'официальной', 'информации', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Информацию', 'об', 'этом', 'распространила', 'пресс-служба', 'правительства', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['М', '.']","['B-PER', 'I-PER']"
"['Новости', 'по', 'теме', '«', 'Коррупция', '»', ':', 'Из-за', 'подчиненного-взяточника', 'должностей', 'лишились', 'трое', 'полицейских', 'начальников', '(', 'Воронеж', ')', '(', 'http', ':', '/', '/', 'www', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ассанжа', ',', 'которых', 'допрашивали', 'и', 'предлагали', 'выступить', 'в', 'роли', 'информаторов', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Кроме', 'того', ',', '""', 'Нутритеку', '""', 'предъявлен', 'исполнительный', 'лист', 'о', 'взыскании', 'задолженности', 'в', 'размере', '10,84', 'млн', 'руб', '.']","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Ранее', 'Абызов', 'уже', 'упоминался', 'в', 'прессе', 'как', 'координатор', '""', 'большого', 'правительства', '""', '.']","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Постановление', 'вступает', 'в', 'силу', 'со', 'дня', 'подписания', ',', 'отмечается', 'в', 'сообщении', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Решением', 'главы', 'государства', 'бывшему', 'заместителю', 'главы', 'МВД', 'РФ', 'Николаю', 'Овчинникову', 'присвоено', 'звание', 'генерал-полковника', 'полиции', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O']"
"[',', 'предназначавшихся', 'на', 'закупку', 'медицинского', 'оборудования', 'по', 'нескольким', 'федеральным', 'целевым', 'программам', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Он', 'в', 'совершенстве', 'владеет', 'русским', 'языком', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['президенты', 'Белоруссии', ',', 'России', 'и', 'Казахстана', 'подписали', 'договор', 'о', 'создании', 'Евразийской', 'экономической', 'комиссии', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
"['Стычки', 'с', 'полицией', 'произошли', 'в', 'поселении', 'Соуэто', ',', 'находящемся', 'на', 'юго-западной', 'окраине', 'города', 'у', 'здания', 'кампуса', 'университета', 'Йоханнесбурга', ',', 'где', 'в', 'субботу', 'Обама', 'встречается', 'с', 'молодежью', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O']"
"['В', 'части', 'гражданской', 'продукции', 'корпорация', 'производит', 'самолеты', 'Ил-96', ',', 'Ту-204/214', ',', 'Ан-148', 'и', 'Sukhoi', 'SuperJet-100', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Эта', 'информация', 'не', 'только', 'не', 'соответствует', 'действительности', ',', 'но', 'в', 'ней', 'самим', 'изданием', 'искажены', 'те', 'темы', ',', 'которые', 'обсуждались', 'во', 'время', 'встречи', '""', ',', '-', 'заявляет', 'Джапаридзе', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O']"
"['Усть-Каменогорске', '.']","['B-LOC', 'O']"
"['Что', 'касается', 'дальнейшей', 'деятельности', ',', 'то', 'он', 'затруднился', 'ответить', ',', 'заявив', ',', 'что', '""', 'не', 'считает', ',', 'что', 'выходит', 'на', 'рынок', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Отметим', ',', '21', 'июня', 'начальник', 'управления', 'информации', '-', 'пресс-секретарь', 'МИД', 'Белоруссии', 'Андрей', 'Савиных', 'в', 'комментарии', 'ИА', 'REGNUM', 'подтвердил', 'правомерность', 'выводов', 'замминистра', 'иностранных', 'дел', 'Армении', 'Шаварша', 'Кочаряна', 'по', 'вопросу', 'интервью', 'Александра', 'Лукашенко', 'изданию', '""', 'Известия', 'в', 'Украине', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Спешка', 'вызвана', 'тем', ',', 'что', 'аудиторы', 'до', 'конца', 'года', 'должны', 'дать', 'заключение', 'на', '25', 'целевых', 'программ', ',', 'а', 'новым', 'членам', 'СП', 'понадобится', 'время', 'для', 'проведения', 'работы', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Биченов', 'занимал', 'должность', 'председателя', 'ВС', 'РЮО', 'с', 'октября', '2010', 'года', '.']","['B-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Как', 'ожидается', ',', 'после', 'внутрипартийных', 'назначений', 'к', 'пятнице', 'он', 'должен', 'будет', 'сформировать', 'состав', 'нового', 'кабинета', 'министров', 'страны', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Мэром', 'Даугавпилса', 'вновь', 'стал', 'Янис', 'Лачплесис', '(', 'Латвия', ')', 'В', 'ходе', 'состоявшегося', 'сегодня', ',', '1', 'июля', ',', 'первого', 'заседания', 'нового', 'состава', 'Думы', 'Даугавпилса', ',', 'депутаты', 'выбрали', 'мэра', 'города', 'и', 'его', 'заместителей', '.']","['O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['33', ',', 'ч', '.']","['O', 'O', 'O', 'O']"
"['Путин', 'освободил', 'от', 'должности', 'замглавы', 'аппарата', 'правительства', 'Д', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['Внесенные', 'в', 'Конституционную', 'декларацию', 'изменения', ',', 'расширяющие', 'полномочия', 'Мурси', ',', 'представители', 'оппозиции', 'рассматривают', 'как', 'угрозу', 'демократическому', 'движению', ',', 'свергшему', 'Хосни', 'Мубарака', ',', 'и', 'указывают', 'на', 'опасность', 'дальнейшего', 'усиления', 'влияния', 'в', 'стране', 'исламистов', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Председатель', 'Совмина', 'Белоруссии', 'с', 'сожалением', 'отметил', ':', 'в', 'I', 'квартале', '2013', 'года', 'объемы', 'поставок', 'снизились', 'на', '30', '%', ',', 'в', 'т', '.']","['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Степашин', 'может', 'уступить', 'Т', '.']","['I-PER', 'O', 'O', 'B-PER', 'I-PER']"
"['На', 'выборах', 'сенатора', 'от', 'штата', 'Калифорния', 'победу', 'также', 'одержала', 'представительница', 'Демократической', 'партии', 'Барбара', 'Боксер', '(', 'Barbara', 'Boxer', ')', ',', 'боровшаяся', 'за', 'четвертый', 'срок', 'в', 'верхней', 'палате', 'Конгресса', 'США', '.']","['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
"['Чидамбарам', 'в', 'декабре', '2009', 'года', ',', 'когда', 'возглавлял', 'МВД', 'Индии', ',', 'заявил', 'о', 'начале', 'процесса', 'формирования', 'Теланганы', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['""', 'Депутаты', ',', 'среди', 'которых', 'владельцы', 'самой', 'обширной', 'в', 'городе', 'торговой', 'сети', '""', 'Азимут', '""', '(', 'учредители', 'Виталий', 'Борцов', 'и', 'Альберт', 'Веретенников', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']"
"['Преемником', 'цу', 'Гуттенберга', 'стал', 'министр', 'внутренних', 'дел', 'Томас', 'де', 'Мезьер', 'Новым', 'министром', 'обороны', 'ФРГ', 'вместо', 'ушедшего', 'в', 'отставку', 'Карла-Теодора', 'цу', 'Гуттенберга', 'станет', 'политик', 'от', 'ХДС', ',', 'министр', 'внутренних', 'дел', 'Томас', 'де', 'Мезьер', '.']","['O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
"['После', 'этого', 'он', 'подал', 'в', 'отставку', 'с', 'поста', 'независимого', 'директора', '(', 'без', 'исполнительных', 'полномочий', ')', 'одной', 'из', 'крупнейших', 'страховых', 'компаний', 'Азии', 'AIA', 'Group', ',', 'а', 'до', 'этого', 'ушел', 'со', 'всех', 'должностей', ',', 'которые', 'он', 'занимал', 'во', 'властных', 'структурах', 'Гонконга', ',', 'включая', 'кабинет', 'министров', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Маловероятно', ',', 'чтобы', 'они', 'пошли', 'друг', 'против', 'друга', ',', 'думаю', ',', 'что', 'все', 'напряженности', 'и', 'очевидные', 'конфликты', ',', 'которые', 'сейчас', 'прослеживаются', ',', 'будут', 'урегулированы', 'путем', 'внутренних', 'переговоров', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['Фокс', 'был', 'вынужден', 'подать', 'в', 'отставку', 'на', 'фоне', 'разгоревшегося', 'скандала', ',', 'причиной', 'которого', 'стали', 'сообщения', 'о', 'том', ',', 'что', 'бизнесмен', 'Адам', 'Уэррити', '-', 'близкий', 'друг', 'министра', 'обороны', '-', 'путешествует', 'за', 'рубеж', 'за', 'счет', 'британской', 'казны', 'и', 'на', 'правах', 'неофициального', 'советника', 'и', 'помощника', 'Л', '.']","['I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
"['Таким', 'образом', ',', 'он', 'имеет', 'возможность', 'блокировать', 'решения', 'нового', 'лидера', 'справоросов', 'Николая', 'Левичева', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O']"
"['обнародовал', 'окончательный', 'доклад', 'о', 'расследовании', 'авиакатастрофы', 'Ту-154', 'под', 'Смоленском', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
"['инфо', '""', '.']","['O', 'O', 'O']"
"['В', 'частности', ',', 'компания', 'сформирует', 'единый', 'управляющий', 'совет', 'директоров', ',', 'который', 'будет', 'курировать', 'два', 'существующих', 'бизнес-подразделения', '""', 'Европа', 'и', 'Ближний', 'Восток', '/', 'Северная', 'Африка', '""', 'и', '""', 'Азия', ',', 'СНГ', 'и', 'Новые', 'рынки', '""', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O']"
"['Здание', 'Центрального', 'банка', 'РФ', '.']","['O', 'B-ORG', 'I-ORG', 'O', 'O']"
